District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Faridabad,Haryana,2024-12-31,10:35:14,Foggy,Rural Road,4,1,35.511855,84.485062
Guntur,Andhra Pradesh,2024-05-31,04:54:07,Cloudy,Urban Road,2,6,21.081111,90.706042
Kolkata,West Bengal,2022-08-18,00:42:07,Stormy,Urban Road,2,3,23.158445,77.73577
Ranchi,Jharkhand,2024-05-22,12:50:43,Clear,Highway,3,0,34.305587,83.98367
Dimapur,Nagaland,2022-03-08,01:02:22,Cloudy,Highway,3,7,33.752604,96.800806
Itanagar,Arunachal Pradesh,2022-11-19,15:54:55,Cloudy,Highway,3,2,14.384192,80.761164
Haridwar,Uttarakhand,2025-02-08,20:25:59,Stormy,Rural Road,2,8,31.366739,96.712761
Jaipur,Rajasthan,2024-11-26,20:27:30,Rainy,Rural Road,1,8,26.675516,90.342846
Dharamshala,Himachal Pradesh,2023-11-24,18:02:19,Cloudy,Urban Road,3,5,15.118996,69.672474
Itanagar,Arunachal Pradesh,2021-12-15,09:04:24,Cloudy,Urban Road,4,9,11.213002,92.437931
Ludhiana,Punjab,2022-07-25,03:34:01,Clear,Rural Road,3,3,15.275724,86.392665
Guwahati,Assam,2022-11-25,20:00:56,Clear,Rural Road,1,4,30.417922,85.765448
Dharamshala,Himachal Pradesh,2021-04-04,17:02:49,Clear,Rural Road,2,8,12.630639,86.379777
Patna,Bihar,2022-06-21,20:59:34,Clear,Highway,4,2,30.792488,76.635786
Panaji,Goa,2024-07-24,14:33:10,Foggy,Highway,5,10,33.459736,90.858545
Dehradun,Uttarakhand,2021-06-28,03:21:10,Rainy,Highway,2,2,35.062811,73.398771
Hubli,Karnataka,2022-11-17,02:06:49,Cloudy,Rural Road,2,7,31.983862,71.620506
Bhilai,Chhattisgarh,2022-06-13,21:22:15,Foggy,Urban Road,4,7,24.546991,85.594284
Faridabad,Haryana,2022-03-01,05:57:35,Rainy,Urban Road,5,4,20.162504,77.264127
Indore,Madhya Pradesh,2021-03-08,14:03:53,Stormy,Urban Road,2,4,27.675262,78.646065
Kohima,Nagaland,2023-02-03,13:48:36,Foggy,Rural Road,5,0,22.733179,90.216639
Margao,Goa,2024-06-17,08:06:39,Foggy,Rural Road,3,4,26.169873,90.634634
Dehradun,Uttarakhand,2023-05-10,22:43:12,Clear,Urban Road,2,6,12.420612,78.480067
Itanagar,Arunachal Pradesh,2022-06-20,05:27:42,Cloudy,Rural Road,3,9,24.239143,71.423588
Nagpur,Maharashtra,2023-09-06,19:39:58,Rainy,Rural Road,4,6,36.40276,70.053636
Kanpur,Uttar Pradesh,2022-07-09,04:50:36,Rainy,Highway,3,1,26.6506,71.702804
Aizawl,Mizoram,2021-10-03,15:28:22,Foggy,Highway,1,10,14.535528,94.253722
Guntur,Andhra Pradesh,2021-05-04,11:28:23,Rainy,Rural Road,2,9,36.41913,93.786087
Nagpur,Maharashtra,2021-06-01,08:39:49,Rainy,Urban Road,1,4,18.691877,79.88148
Guntur,Andhra Pradesh,2021-12-20,23:58:09,Foggy,Highway,3,7,18.303162,79.141472
Aizawl,Mizoram,2021-04-18,08:18:11,Stormy,Urban Road,2,8,9.879343,87.649587
Nellore,Andhra Pradesh,2024-01-03,19:40:32,Foggy,Rural Road,4,1,31.209042,81.543503
Bhilai,Chhattisgarh,2023-04-15,15:52:35,Foggy,Rural Road,1,5,35.274528,93.692413
Aizawl,Mizoram,2021-07-15,03:13:37,Foggy,Urban Road,3,0,36.058532,91.505499
Gurgaon,Haryana,2022-03-11,13:28:58,Foggy,Highway,3,2,27.235386,73.142961
Gurgaon,Haryana,2021-10-14,18:11:38,Cloudy,Highway,1,4,12.605366,70.299748
Kollam,Kerala,2021-05-23,04:05:54,Clear,Rural Road,2,1,36.777753,95.51908
Pune,Maharashtra,2024-04-10,04:27:55,Clear,Urban Road,4,1,27.825651,79.43532
Hyderabad,Telangana,2022-02-28,08:48:57,Cloudy,Highway,4,0,8.478993,86.515628
Dharamshala,Himachal Pradesh,2022-01-25,02:14:07,Foggy,Urban Road,5,7,30.282328,92.461075
Tawang,Arunachal Pradesh,2022-06-23,13:18:33,Cloudy,Rural Road,5,7,30.790698,92.203289
Shillong,Meghalaya,2021-08-30,12:17:25,Clear,Highway,2,10,24.969479,79.055884
Wayanad,Kerala,2023-04-14,14:56:00,Stormy,Rural Road,2,3,23.019869,80.243472
Guntur,Andhra Pradesh,2024-02-23,17:52:22,Rainy,Highway,3,2,31.266899,84.556294
Bhopal,Madhya Pradesh,2023-11-28,22:27:23,Rainy,Highway,1,4,32.524976,96.18609
Tawang,Arunachal Pradesh,2022-04-15,15:20:48,Cloudy,Urban Road,4,5,24.262102,90.849312
Kozhikode,Kerala,2022-06-18,12:24:44,Foggy,Highway,1,4,17.524627,75.7038
New Delhi,Delhi,2024-09-27,21:49:20,Foggy,Highway,3,3,34.679421,77.381328
Gaya,Bihar,2023-09-07,03:32:31,Foggy,Urban Road,5,7,33.071639,93.095139
Imphal,Manipur,2022-10-27,04:56:50,Rainy,Rural Road,4,5,17.241542,76.138744
Udaipur,Rajasthan,2023-06-06,22:46:08,Foggy,Urban Road,3,8,20.906189,68.090781
Pune,Maharashtra,2024-05-03,02:13:44,Foggy,Rural Road,4,10,10.902338,81.905915
Shimla,Himachal Pradesh,2023-07-17,06:46:36,Rainy,Urban Road,2,0,28.721019,93.132419
Shimla,Himachal Pradesh,2023-10-08,11:26:18,Rainy,Rural Road,4,10,36.309131,88.106064
Warangal,Telangana,2021-08-05,01:20:14,Cloudy,Highway,3,8,27.885821,80.283711
Warangal,Telangana,2023-02-14,12:25:05,Cloudy,Urban Road,4,2,27.902734,69.942191
Shimla,Himachal Pradesh,2022-12-27,07:45:51,Foggy,Highway,2,7,22.341161,79.108712
Dharamshala,Himachal Pradesh,2022-06-03,04:22:13,Rainy,Rural Road,3,8,27.258597,71.031523
Imphal,Manipur,2024-10-06,13:48:05,Clear,Rural Road,1,4,33.954551,84.230801
Dharamshala,Himachal Pradesh,2024-04-28,06:29:31,Cloudy,Urban Road,1,2,19.640508,94.648677
Surat,Gujarat,2022-05-21,08:04:09,Stormy,Highway,1,1,10.45142,68.263284
Darjeeling,West Bengal,2024-02-04,13:04:13,Foggy,Highway,1,6,23.376466,78.041148
Varanasi,Uttar Pradesh,2023-09-02,23:57:23,Stormy,Rural Road,4,8,18.045909,69.59306
Kollam,Kerala,2022-03-30,06:21:31,Cloudy,Urban Road,5,4,22.466228,68.673102
Dibrugarh,Assam,2021-10-15,00:25:34,Stormy,Highway,3,9,21.282753,85.850491
Aizawl,Mizoram,2023-02-04,22:40:25,Rainy,Rural Road,2,7,24.07005,74.077214
Imphal,Manipur,2023-06-17,17:17:09,Cloudy,Highway,3,7,30.367702,89.474957
Madurai,Tamil Nadu,2024-06-24,19:51:58,Cloudy,Highway,2,0,26.205732,95.592997
New Delhi,Delhi,2022-08-31,02:54:58,Rainy,Rural Road,4,6,36.554224,86.738858
Visakhapatnam,Andhra Pradesh,2023-07-22,05:56:43,Rainy,Rural Road,4,9,17.311921,91.901374
Margao,Goa,2021-08-27,06:18:46,Cloudy,Rural Road,5,3,9.226471,73.796014
Jabalpur,Madhya Pradesh,2022-10-08,19:43:17,Rainy,Highway,2,10,17.357088,86.93413
Thiruvananthapuram,Kerala,2024-10-17,05:22:14,Cloudy,Urban Road,5,6,29.34201,92.11953
Udaipur,Rajasthan,2024-08-30,05:45:04,Rainy,Highway,4,4,18.157459,96.862974
Muzaffarpur,Bihar,2021-08-26,16:23:26,Stormy,Highway,1,9,26.631703,74.301786
Kanpur,Uttar Pradesh,2021-08-30,08:46:51,Cloudy,Highway,4,5,8.604358,77.767576
Jabalpur,Madhya Pradesh,2022-03-21,05:50:23,Rainy,Rural Road,3,6,36.695656,91.94469
Agartala,Tripura,2024-12-23,07:22:09,Stormy,Highway,1,8,12.868857,89.36411
Dehradun,Uttarakhand,2022-08-18,23:47:49,Clear,Highway,2,2,21.533376,86.650003
Agartala,Tripura,2024-06-20,23:17:50,Rainy,Rural Road,5,8,30.463444,82.372972
Raipur,Chhattisgarh,2021-07-10,14:32:45,Cloudy,Urban Road,3,10,31.428311,86.51925
Gurgaon,Haryana,2023-04-26,11:06:22,Cloudy,Urban Road,3,0,9.557474,89.584274
Shillong,Meghalaya,2023-03-22,00:08:34,Rainy,Rural Road,3,3,24.557434,73.313308
Jaipur,Rajasthan,2021-07-02,17:53:17,Stormy,Highway,1,8,8.677534,84.365269
Agartala,Tripura,2021-03-14,17:07:18,Stormy,Urban Road,2,1,8.01326,87.345303
Bhilai,Chhattisgarh,2021-04-10,19:02:17,Cloudy,Rural Road,1,3,13.542961,92.417108
Ahmedabad,Gujarat,2021-09-14,18:31:08,Cloudy,Rural Road,2,3,29.060152,74.031946
Shillong,Meghalaya,2024-02-22,02:30:23,Rainy,Rural Road,4,5,35.265344,84.919617
Panaji,Goa,2024-08-23,16:46:30,Foggy,Urban Road,5,6,23.966151,85.130862
Shillong,Meghalaya,2022-01-27,01:41:16,Rainy,Urban Road,3,10,19.942713,74.23016
Hyderabad,Telangana,2021-12-14,18:22:07,Clear,Urban Road,3,3,9.04309,70.024861
Vadodara,Gujarat,2021-06-14,11:42:19,Cloudy,Urban Road,3,5,28.686748,69.197855
Vijayawada,Andhra Pradesh,2021-03-03,09:44:51,Stormy,Urban Road,3,2,31.353059,88.714602
Bengaluru,Karnataka,2023-11-27,09:36:51,Cloudy,Highway,1,8,35.562833,81.523023
Kohima,Nagaland,2021-07-17,16:50:37,Cloudy,Highway,2,7,13.234629,95.889549
Surat,Gujarat,2024-12-25,18:19:08,Cloudy,Highway,3,4,14.592416,96.800733
Pune,Maharashtra,2024-04-09,14:52:48,Foggy,Highway,3,7,36.314932,85.539923
Ludhiana,Punjab,2023-02-24,08:07:45,Cloudy,Rural Road,3,5,16.840467,82.622233
Tawang,Arunachal Pradesh,2021-09-28,11:04:04,Clear,Urban Road,2,2,31.424831,71.269067
Gurgaon,Haryana,2022-07-07,09:37:34,Clear,Highway,4,3,32.198811,70.49274
Shimla,Himachal Pradesh,2024-09-15,05:04:57,Stormy,Rural Road,3,8,28.029191,95.907568
Bhubaneswar,Odisha,2021-05-06,05:54:33,Cloudy,Highway,1,4,24.117341,86.072359
Gurgaon,Haryana,2023-11-17,16:27:32,Clear,Urban Road,5,1,33.1296,73.162822
Faridabad,Haryana,2023-03-24,14:48:17,Clear,Urban Road,4,5,16.933255,86.872633
Hyderabad,Telangana,2023-01-18,20:32:11,Cloudy,Urban Road,1,0,25.206685,78.106311
Gaya,Bihar,2023-01-26,07:01:18,Stormy,Urban Road,4,7,14.187586,81.899797
Mysuru,Karnataka,2023-12-12,04:55:09,Foggy,Rural Road,2,8,36.743832,88.507684
Ahmedabad,Gujarat,2023-09-20,14:19:39,Clear,Rural Road,1,7,17.186077,88.63523
Gurgaon,Haryana,2024-12-28,04:36:51,Stormy,Highway,3,7,16.597626,84.566159
Agartala,Tripura,2024-07-17,07:34:53,Cloudy,Urban Road,2,4,10.115169,96.166136
Faridabad,Haryana,2023-04-23,21:30:09,Rainy,Highway,5,0,26.25491,92.718557
Margao,Goa,2024-06-13,17:57:05,Stormy,Rural Road,1,0,17.633185,73.541375
Patna,Bihar,2022-05-30,15:19:08,Rainy,Highway,1,1,11.190631,86.233502
Itanagar,Arunachal Pradesh,2022-01-06,07:53:32,Cloudy,Rural Road,5,5,12.565937,79.683933
Ludhiana,Punjab,2024-02-10,23:41:52,Cloudy,Rural Road,2,10,29.419248,83.493699
Agartala,Tripura,2023-06-19,07:35:59,Rainy,Highway,1,3,29.923289,83.797584
Ranchi,Jharkhand,2024-02-14,00:03:56,Foggy,Rural Road,1,8,8.784707,90.647517
Imphal,Manipur,2024-05-08,10:50:33,Cloudy,Urban Road,5,7,25.346988,80.419818
Dehradun,Uttarakhand,2024-11-26,13:56:06,Rainy,Rural Road,5,5,21.344479,68.807093
Varanasi,Uttar Pradesh,2024-03-14,12:15:39,Rainy,Highway,4,7,28.412345,87.339963
Pune,Maharashtra,2021-11-04,16:35:06,Foggy,Urban Road,4,1,9.611114,78.154551
New Delhi,Delhi,2022-08-23,17:35:30,Rainy,Rural Road,1,7,33.325659,84.11012
Faridabad,Haryana,2023-12-17,12:00:01,Foggy,Highway,1,1,11.187566,71.428978
Indore,Madhya Pradesh,2024-02-05,09:43:03,Cloudy,Highway,4,7,10.908465,71.010486
Vadodara,Gujarat,2022-06-30,00:26:29,Cloudy,Rural Road,5,8,10.520399,85.750579
Nagpur,Maharashtra,2022-03-01,08:20:53,Cloudy,Urban Road,1,9,22.490152,77.043011
Jaipur,Rajasthan,2022-08-04,03:06:57,Cloudy,Highway,3,9,25.670343,88.990642
Pune,Maharashtra,2021-08-25,08:50:14,Rainy,Highway,2,8,26.146023,94.115021
Aizawl,Mizoram,2024-07-28,16:17:22,Rainy,Rural Road,1,4,24.368228,93.096377
Imphal,Manipur,2024-11-04,19:37:17,Foggy,Highway,4,8,30.267577,82.845483
Jabalpur,Madhya Pradesh,2022-02-21,20:21:48,Cloudy,Highway,1,0,14.786256,87.543086
Aizawl,Mizoram,2022-12-31,02:31:33,Stormy,Urban Road,5,10,35.768111,70.664411
Imphal,Manipur,2021-07-18,17:04:10,Clear,Rural Road,2,1,8.565612,83.720029
Visakhapatnam,Andhra Pradesh,2024-12-11,00:39:58,Rainy,Highway,4,1,26.397018,79.982343
Dehradun,Uttarakhand,2023-10-02,09:25:18,Foggy,Highway,5,7,25.970274,83.020621
Faridabad,Haryana,2022-01-04,22:23:46,Foggy,Highway,5,7,8.974318,71.290078
Haridwar,Uttarakhand,2023-03-08,08:06:57,Cloudy,Highway,1,3,24.569595,74.770332
Bhubaneswar,Odisha,2023-11-13,18:00:22,Rainy,Highway,1,3,35.338307,83.626835
Bhopal,Madhya Pradesh,2024-08-15,14:01:13,Rainy,Urban Road,5,1,26.190008,96.701213
Bengaluru,Karnataka,2021-10-17,00:32:04,Foggy,Highway,5,6,33.781511,82.547389
Kozhikode,Kerala,2022-08-16,19:02:51,Foggy,Urban Road,3,5,34.781179,82.305275
Bhopal,Madhya Pradesh,2023-04-03,23:51:23,Rainy,Highway,4,5,26.422008,78.326143
New Delhi,Delhi,2024-04-23,14:22:24,Clear,Rural Road,2,0,28.401869,96.667878
Mumbai,Maharashtra,2022-07-16,16:22:13,Rainy,Rural Road,3,2,25.897203,84.602845
Kolkata,West Bengal,2023-04-08,09:43:33,Stormy,Urban Road,1,4,30.315348,78.397563
Vadodara,Gujarat,2022-10-31,17:56:28,Foggy,Highway,4,9,32.36632,71.747489
Raipur,Chhattisgarh,2022-09-18,12:43:50,Rainy,Highway,3,6,19.598366,70.509832
Shimla,Himachal Pradesh,2022-08-24,16:02:58,Foggy,Urban Road,1,2,24.100122,82.323189
Shillong,Meghalaya,2021-10-19,13:13:10,Clear,Urban Road,5,3,14.405833,70.346812
Haridwar,Uttarakhand,2022-09-24,10:38:14,Cloudy,Rural Road,2,1,24.340192,83.026081
New Delhi,Delhi,2022-10-07,05:31:10,Stormy,Rural Road,4,0,14.433729,80.644393
Bengaluru,Karnataka,2024-06-16,20:22:13,Rainy,Highway,1,8,11.488902,91.920398
Nellore,Andhra Pradesh,2023-06-07,02:02:49,Rainy,Urban Road,4,5,24.102378,93.663449
Madurai,Tamil Nadu,2024-08-30,04:47:55,Rainy,Highway,5,7,30.287209,90.740898
Agartala,Tripura,2023-11-14,14:08:33,Foggy,Rural Road,5,3,12.37434,83.15708
Itanagar,Arunachal Pradesh,2021-06-29,10:09:43,Foggy,Rural Road,4,0,9.783776,79.442471
Margao,Goa,2021-05-28,06:05:57,Rainy,Highway,1,2,35.344303,90.213348
Dibrugarh,Assam,2023-08-21,16:33:15,Foggy,Rural Road,3,10,32.351531,88.217448
Vadodara,Gujarat,2022-06-04,00:17:35,Rainy,Rural Road,4,10,31.815146,81.310599
Vijayawada,Andhra Pradesh,2024-11-10,17:01:45,Stormy,Rural Road,1,5,15.754438,86.332531
Ludhiana,Punjab,2024-08-04,21:28:55,Stormy,Urban Road,3,4,8.226842,87.928986
Patna,Bihar,2024-01-03,03:25:18,Cloudy,Highway,2,8,36.483992,85.504117
Guwahati,Assam,2022-05-09,10:22:45,Cloudy,Urban Road,2,4,33.879464,89.700973
Panaji,Goa,2023-06-18,18:21:58,Clear,Urban Road,3,7,31.81847,69.569171
Amritsar,Punjab,2022-10-23,10:41:20,Cloudy,Highway,3,2,17.062196,96.517287
Vijayawada,Andhra Pradesh,2022-01-28,05:15:32,Stormy,Urban Road,5,1,11.448139,83.810094
Udaipur,Rajasthan,2021-08-05,20:39:50,Clear,Highway,4,8,23.941731,68.794516
Vijayawada,Andhra Pradesh,2023-07-10,17:13:25,Stormy,Rural Road,4,6,35.143124,74.152484
Vadodara,Gujarat,2024-05-15,10:21:23,Rainy,Urban Road,5,4,20.163175,88.127037
Imphal,Manipur,2024-06-21,01:44:10,Foggy,Rural Road,3,2,17.39723,89.360855
Madurai,Tamil Nadu,2024-08-06,14:40:48,Cloudy,Highway,1,10,23.807692,82.616522
Varanasi,Uttar Pradesh,2023-04-24,01:44:18,Rainy,Highway,5,4,28.52097,84.39058
New Delhi,Delhi,2025-02-17,18:48:55,Foggy,Urban Road,5,2,31.021378,87.914704
Imphal,Manipur,2024-09-24,01:42:25,Foggy,Highway,1,5,20.824555,72.001491
Ranchi,Jharkhand,2022-04-23,11:06:19,Clear,Rural Road,1,5,8.378383,70.848184
Pune,Maharashtra,2022-04-01,09:19:02,Cloudy,Urban Road,2,7,28.288328,83.983513
Kolkata,West Bengal,2022-09-17,22:01:07,Foggy,Highway,1,4,33.204171,83.086849
New Delhi,Delhi,2023-07-14,23:06:02,Clear,Urban Road,1,7,21.395636,68.223617
Dimapur,Nagaland,2021-04-09,20:30:32,Stormy,Urban Road,3,6,30.637732,88.232095
Udaipur,Rajasthan,2024-11-21,11:57:17,Cloudy,Highway,4,7,17.029407,83.81067
Muzaffarpur,Bihar,2021-05-03,00:29:23,Foggy,Rural Road,1,3,35.422768,71.998329
Mumbai,Maharashtra,2021-08-22,07:46:27,Stormy,Highway,4,2,13.881237,76.221175
Jamshedpur,Jharkhand,2022-11-13,23:51:59,Stormy,Urban Road,2,8,13.10236,72.517503
Shimla,Himachal Pradesh,2022-04-23,06:00:53,Clear,Rural Road,1,8,34.944868,78.569506
Udaipur,Rajasthan,2022-02-11,05:17:31,Stormy,Rural Road,1,4,18.994498,82.125765
Tawang,Arunachal Pradesh,2022-01-12,22:29:24,Rainy,Rural Road,3,8,27.072752,73.142098
Patna,Bihar,2022-03-28,10:16:35,Cloudy,Urban Road,4,0,23.335891,80.769835
Tawang,Arunachal Pradesh,2024-05-14,09:48:21,Clear,Urban Road,2,3,21.950376,79.557534
Dimapur,Nagaland,2024-09-13,14:48:48,Rainy,Highway,1,1,22.834649,77.601516
Jabalpur,Madhya Pradesh,2024-04-09,09:27:02,Clear,Highway,2,9,19.142025,96.909437
Kolkata,West Bengal,2024-11-12,04:54:37,Stormy,Highway,5,0,22.330014,86.191185
Indore,Madhya Pradesh,2021-12-30,02:39:59,Stormy,Rural Road,2,6,23.132761,91.800148
New Delhi,Delhi,2024-08-15,15:51:10,Foggy,Highway,1,1,21.08086,77.8456
Margao,Goa,2024-04-01,09:15:20,Clear,Rural Road,4,10,24.103617,83.966217
Ludhiana,Punjab,2023-11-10,04:39:26,Stormy,Highway,3,0,21.467838,70.753898
Mysuru,Karnataka,2023-05-14,23:47:50,Clear,Rural Road,4,9,18.567485,73.632769
Udaipur,Rajasthan,2024-03-04,03:06:23,Cloudy,Rural Road,1,8,11.289183,75.759539
Itanagar,Arunachal Pradesh,2024-04-18,08:47:46,Stormy,Highway,2,0,18.919012,74.049661
Imphal,Manipur,2024-11-25,23:03:58,Stormy,Rural Road,5,8,24.169418,68.066616
Nagpur,Maharashtra,2023-11-26,14:14:50,Stormy,Urban Road,3,8,20.716744,72.12164
Warangal,Telangana,2022-11-07,21:34:34,Cloudy,Urban Road,2,8,30.193592,74.64968
Jabalpur,Madhya Pradesh,2021-05-19,18:39:34,Foggy,Urban Road,1,1,30.428803,78.67324
Guntur,Andhra Pradesh,2024-05-05,01:39:40,Stormy,Highway,5,5,15.423419,77.88485
Udaipur,Rajasthan,2023-01-28,00:59:25,Cloudy,Rural Road,1,8,30.750075,79.96799
Kohima,Nagaland,2022-02-20,12:40:00,Stormy,Urban Road,5,10,31.736907,71.335693
Bhilai,Chhattisgarh,2024-08-07,07:02:22,Clear,Rural Road,2,9,31.111145,73.724009
Cuttack,Odisha,2023-12-01,15:59:29,Cloudy,Rural Road,3,3,17.228868,77.623026
Shimla,Himachal Pradesh,2023-04-01,23:50:20,Clear,Rural Road,1,1,34.319785,70.779333
Dibrugarh,Assam,2023-06-02,15:09:20,Stormy,Urban Road,2,8,26.97037,85.471053
Madurai,Tamil Nadu,2022-05-12,00:06:12,Foggy,Highway,2,2,9.485765,83.523033
Faridabad,Haryana,2023-08-13,17:42:44,Cloudy,Rural Road,3,4,19.997249,68.317547
Warangal,Telangana,2024-03-02,11:32:47,Foggy,Rural Road,2,7,16.529627,84.094306
Mumbai,Maharashtra,2022-09-10,06:32:17,Foggy,Highway,5,7,15.034345,69.54873
Patna,Bihar,2023-10-09,22:53:01,Stormy,Urban Road,3,0,21.173666,72.555863
Dibrugarh,Assam,2022-08-22,20:04:16,Cloudy,Rural Road,1,1,29.279219,72.213672
Jabalpur,Madhya Pradesh,2023-02-23,18:10:15,Cloudy,Rural Road,1,10,28.743274,80.288092
Jaipur,Rajasthan,2024-06-24,13:32:01,Rainy,Highway,2,8,14.424967,82.561985
Shillong,Meghalaya,2024-03-14,09:43:37,Cloudy,Highway,2,6,27.102792,93.503974
Panaji,Goa,2022-09-06,18:00:39,Foggy,Rural Road,3,4,29.703535,81.925877
Jabalpur,Madhya Pradesh,2024-04-05,21:11:12,Foggy,Urban Road,4,7,18.576475,74.14597
Pune,Maharashtra,2024-01-07,06:24:42,Clear,Rural Road,4,9,27.273687,70.957012
Imphal,Manipur,2024-04-19,13:27:08,Cloudy,Highway,3,9,33.958515,71.739561
Amritsar,Punjab,2021-12-26,06:13:25,Foggy,Highway,2,3,34.934684,94.123507
Surat,Gujarat,2023-04-20,14:49:18,Clear,Highway,4,7,14.685378,76.353714
Ludhiana,Punjab,2022-07-14,01:15:39,Foggy,Rural Road,5,10,15.196449,71.214743
Agartala,Tripura,2023-09-07,20:21:31,Rainy,Urban Road,5,3,12.812165,71.328817
Bhubaneswar,Odisha,2023-05-20,06:05:32,Stormy,Rural Road,2,4,31.400096,68.792703
Shillong,Meghalaya,2024-04-13,04:16:58,Cloudy,Highway,1,2,22.900498,74.739333
Jamshedpur,Jharkhand,2023-02-27,11:26:18,Rainy,Urban Road,1,4,19.658921,69.966144
Patna,Bihar,2021-05-12,11:03:59,Rainy,Urban Road,1,3,23.412264,69.606929
Surat,Gujarat,2023-10-14,21:24:14,Cloudy,Urban Road,3,3,10.138185,90.03326
Shimla,Himachal Pradesh,2021-07-14,21:35:30,Rainy,Highway,4,2,28.799728,86.429412
Kolkata,West Bengal,2022-02-20,15:11:47,Clear,Highway,5,8,11.643385,74.931783
Bengaluru,Karnataka,2023-11-12,15:06:10,Rainy,Urban Road,3,9,9.79331,71.921037
Dimapur,Nagaland,2023-09-30,12:48:57,Rainy,Highway,4,2,28.150591,81.867928
Bhopal,Madhya Pradesh,2021-12-13,12:52:56,Rainy,Rural Road,5,7,25.564584,90.755459
Dehradun,Uttarakhand,2022-12-29,15:20:00,Cloudy,Urban Road,4,1,24.902404,69.086286
Ahmedabad,Gujarat,2024-11-27,08:06:18,Rainy,Urban Road,1,0,18.663016,84.975417
Kolkata,West Bengal,2022-03-20,12:48:24,Foggy,Urban Road,3,3,9.142048,84.309683
Agartala,Tripura,2024-04-10,18:42:58,Rainy,Urban Road,1,0,9.025869,80.236205
New Delhi,Delhi,2022-06-28,00:39:06,Rainy,Urban Road,3,8,22.370883,93.040527
Bhopal,Madhya Pradesh,2021-10-13,09:08:07,Stormy,Urban Road,5,7,15.719724,80.234773
Panaji,Goa,2023-02-07,23:31:57,Cloudy,Highway,5,5,24.690202,87.172511
Warangal,Telangana,2023-01-27,14:54:42,Rainy,Highway,1,7,27.745743,91.172613
Dibrugarh,Assam,2023-10-15,05:27:30,Clear,Highway,2,6,30.716265,72.819339
Aizawl,Mizoram,2023-05-15,05:17:24,Stormy,Highway,2,8,34.777203,85.578101
New Delhi,Delhi,2024-04-24,10:48:32,Rainy,Highway,1,7,22.611815,80.698047
Patna,Bihar,2022-09-21,05:21:14,Rainy,Rural Road,3,10,11.040397,72.274924
Ludhiana,Punjab,2024-06-26,04:39:19,Foggy,Rural Road,5,8,26.043714,87.231093
Gurgaon,Haryana,2021-10-15,09:30:00,Stormy,Rural Road,3,7,12.737605,76.678679
Amritsar,Punjab,2023-03-23,07:56:06,Rainy,Highway,1,4,19.531215,80.904098
Agartala,Tripura,2021-05-09,16:51:54,Stormy,Urban Road,5,0,18.41504,90.884995
Varanasi,Uttar Pradesh,2023-03-17,05:08:52,Clear,Rural Road,3,0,9.561472,94.438262
Bhopal,Madhya Pradesh,2023-09-27,00:25:16,Clear,Highway,5,3,9.675834,93.443584
New Delhi,Delhi,2021-09-29,21:29:03,Rainy,Urban Road,3,5,36.616028,92.998409
Darjeeling,West Bengal,2023-06-23,02:12:32,Rainy,Rural Road,3,6,33.389959,78.648307
Kolkata,West Bengal,2021-08-16,06:23:05,Foggy,Urban Road,4,8,31.079505,70.843874
Warangal,Telangana,2024-11-11,13:57:40,Foggy,Highway,3,2,27.570084,80.939913
Raipur,Chhattisgarh,2022-09-14,03:14:05,Foggy,Urban Road,4,1,24.534324,76.461114
Udaipur,Rajasthan,2025-02-08,08:55:33,Rainy,Rural Road,2,4,14.909627,83.460365
Hyderabad,Telangana,2021-06-28,11:38:35,Rainy,Highway,1,6,12.483879,91.551721
Haridwar,Uttarakhand,2023-02-10,20:51:13,Foggy,Rural Road,2,2,15.099593,82.079149
Madurai,Tamil Nadu,2024-03-03,02:19:12,Stormy,Rural Road,1,10,34.184046,69.592896
Guwahati,Assam,2023-03-11,03:49:28,Foggy,Urban Road,4,3,30.049357,86.398094
Tawang,Arunachal Pradesh,2023-12-10,18:25:35,Rainy,Urban Road,1,2,36.80191,76.092326
Muzaffarpur,Bihar,2024-01-19,23:38:54,Clear,Urban Road,1,3,28.985068,81.287625
Nagpur,Maharashtra,2024-09-23,07:55:29,Rainy,Urban Road,5,0,29.675833,89.523354
Dehradun,Uttarakhand,2022-02-22,20:33:53,Clear,Highway,1,6,29.034532,90.837216
Kolkata,West Bengal,2024-12-08,09:32:14,Rainy,Highway,1,10,22.582961,71.971267
Margao,Goa,2021-03-17,11:00:28,Stormy,Urban Road,1,1,27.34648,88.193219
Aizawl,Mizoram,2023-10-06,23:56:26,Foggy,Highway,4,2,25.848663,77.685957
Cuttack,Odisha,2023-10-08,16:23:26,Cloudy,Highway,4,9,28.316821,71.104522
Margao,Goa,2022-04-04,05:23:23,Stormy,Rural Road,4,5,11.615704,95.809671
Darjeeling,West Bengal,2023-12-27,04:06:48,Cloudy,Highway,3,10,13.718789,92.354128
New Delhi,Delhi,2021-04-04,13:25:40,Clear,Rural Road,5,1,24.747007,72.020092
Vijayawada,Andhra Pradesh,2024-09-10,02:51:16,Cloudy,Highway,5,4,20.533543,82.575985
Jaipur,Rajasthan,2024-06-01,07:00:28,Stormy,Rural Road,5,7,9.942084,78.693909
Agartala,Tripura,2022-03-24,14:38:41,Cloudy,Rural Road,5,4,28.674775,92.735162
